DOI,来源,研究方向,论文标题,CR_摘要,CR_作者和机构,CR_参考文献DOI,OpenAlex_field_list,OpenAlex_subfield_list,OpenAlex_map_subjects
10.1111/cura.12460,CURATOR-THE MUSEUM JOURNAL,1301 Art Theory,The Historical Burdens and Management System Problems That Prevent Japanese Zoos from Concentrating on Conservation and Animal Welfare,"AbstractThis study investigated the management system problems of Japanese zoos by analyzing their history. Zoos are an imported form of Western culture, though they have led to improved animal husbandry techniques in Japan, which were extremely poor before their introduction. However, governments have treated zoos as financial sources for funding parks and museums. This changed around 1970, when Japanese zoos became dependent on tax revenues. Governments’ influences are often very strong, leaving zoo directors with insufficient authority over zoos’ personnel, admission fees, facility construction, and so on. In fact, Japanese zoos typically lack curator systems, and the facility construction authority is separate from zoos’ maintenance efforts. These are serious obstacles to the promotion of conservation and animal welfare, and no satisfactory system has been introduced to date. It is necessary to find a better long‐term management system for running Japanese zoos using a combination of tax revenues and donations.","[{""name"": ""Yoichi Sadotomo"", ""affiliation"": []}]","[""10.1111/j.1748-1090.1985.tb02541.x"", ""10.1111/j.2151-6952.2007.tb00248.x""]","['Psychology', 'Arts and Humanities']","['Museology', 'Social Psychology']","[[('0402 心理学', 0.7693), ('0303 社会学', 0.7389), ('0714 统计学', 0.7326), ('1011 护理学', 0.731), ('1202 工商管理学', 0.7276)], [('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0601 考古学', 0.7592), ('0602 中国史', 0.7377)], [('0303 社会学', 0.7768), ('0402 心理学', 0.7712)]]"
10.1093/jdh/epac058,JOURNAL OF DESIGN HISTORY,1301 Art Theory,The Future Sign Language: A Critical History of Aicher's Ideas About Signs and Pictograms for the 1972 Munich Olympics,"Abstract The signs and pictograms designed by Otl Aicher and his team for the Munich Olympics in 1972 are regarded as a milestone in design history. With this work, Aicher responded to what he thought were the most important challenges for signs and pictograms during the 1960s: the lack of grammar and visual clarity. He had specific ideas about this which he expressed in his designs as well as in his writings. So far, these ideas have hardly been explored. This study critically reconstructs the origins, development, and presentation of Aicher’s ideas about signs and pictograms for the Munich Olympics. In these designs, he tried to resolve his love for geometry with his desire to develop a functional sign language. His work in this area represents a pivotal moment in modern design during the 1960s, in which modernist designers switched their preference from abstract sign systems to pictogram systems.","[{""name"": ""Wibo Bakker"", ""affiliation"": [""Independent design researcher Suzhou , China""]}]",[],['Engineering'],['Mechanical Engineering'],"[[('0802 机械工程', 0.7567), ('0811 控制科学与工程', 0.7543), ('0814 土木工程', 0.7511), ('0808 电气工程', 0.7505), ('0807 动力工程及工程热物理', 0.7487)], [('0802 机械工程', 0.7803), ('0807 动力工程及工程热物理', 0.7598)]]"
10.1093/arthis/ulae002,ART HISTORY,1304 Fine Art; 1301 Art Theory,The Form of Memory: Delacroix and the Sketchbook,"Abstract For most of his career as an artist, Eugène Delacroix used designated sketchbooks during his travels, most famously on his trip to North Africa in 1832. While scholarship on Delacroix’s drawings often privileges their function as preparations for later paintings, closer scrutiny of his travel albums reveals his fascination with the temporal, experiential elements of drawing. In addition to using his sketchbooks as an aide-mémoire for later paintings, this essay proposes, Delacroix sought to fix memory and explore the essence of the fleeting moment within them. By examining the touristic and memorial aspects of his sketchbooks as they evolved over time, this essay shows how Delacroix negotiated the tension between the temporal and the material, between the sketch as physical record of lived experience and the sketch as talismanic performance against the loss of memory and the passing of time.","[{""name"": ""Jennifer W Olmsted"", ""affiliation"": []}]",[],"['Social Sciences', 'Arts and Humanities']","['History and Philosophy of Science', 'Anthropology', 'Visual Arts and Performing Arts']","[[('0303 社会学', 0.7395), ('0714 统计学', 0.7394), ('0503 新闻传播学', 0.7379), ('0602 中国史', 0.7298), ('0304 民族学', 0.7297)], [('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0712 科学技术史', 0.7544), ('0101 哲学', 0.7508)], [('0303 社会学', 0.7437), ('0304 民族学', 0.7365)], [('1301 艺术学', 0.7035), ('0501 中国语言文学', 0.691)]]"
10.1215/00666637-8124979,ARCHIVES OF ASIAN ART,1304 Fine Art; 1301 Art Theory; 0303 Sociology,The Flight of the Dragon Modernism in China and Art at the Last Emperor's Court-in-Exile,"Abstract After his expulsion from the Forbidden City in 1924, China's “last emperor,” Henry Puyi 溥儀 (1906–1967), settled in Tianjin, where he later presented parting gifts to his former English tutor, Reginald F. Johnston [Zhuang Shidun] 莊士敦 (1874–1938), among them an album by the Nanjing painter Chen Shu 陳舒 (active ca. 1649–ca. 1687) from the ex-Qing (1644–1911) imperial collection and an inscribed folding fan. These are now reunited in the library collection of SOAS University of London, where Johnston taught Chinese after his return to Britain in 1931. Together with Puyi's preface transcribed by courtier-calligrapher Zheng Xiaoxu 鄭孝胥 (1860–1938) for Johnston's memoir, Twilight in the Forbidden City (1934), these artworks pave the way for an investigation of the practice of connoisseurship at Puyi's court-in-exile in China's era of modernism, including Puyi's use of the imperial collection and his selection of these gifts even while he was shaping to become Japan's puppet emperor in Manchuria (r. 1934–1945). The study roams beyond the well-known network of Puyi and his court advisers among the yilao 遺老 (Qing “old guard”) to uncover an unexpected modernist connection with the progressive young artist, publisher, and tastemaker Zheng Wuchang 鄭午昌 (1894–1952), a leading actor in the reform of guohua 國畫 ink painting. This study rediscovers how Zheng Wuchang contributed the painting to an inscribed handscroll, Flight of the Dragon (or, A Storm and a Marvel 風異圖), which commemorated, for the court's inner circle, Puyi's dramatic escape from the Forbidden City amid the realities of a modern, Republican world.","[{""name"": ""Shane McCausland"", ""affiliation"": []}]","[""10.1017/S1356186300006647"", ""10.1017/S0041977X00075145"", ""10.1215/00666637-3788654""]",['Social Sciences'],"['Cultural Studies', 'Sociology and Political Science']","[[('0303 社会学', 0.7395), ('0714 统计学', 0.7394), ('0503 新闻传播学', 0.7379), ('0602 中国史', 0.7298), ('0304 民族学', 0.7297)], [('0502 外国语言文学', 0.7548), ('0501 中国语言文学', 0.7513)], [('0302 政治学', 0.7685), ('0303 社会学', 0.7605)]]"
10.1162/octo_a_00448,OCTOBER,1301 Art Theory,"The Face of Another: Isozaki, Deme, and the Postmodern Turn","Abstract Focusing on the early work and collaborations of the Japanese architect Arata Isozaki, this paper researches links between the robotic culture of postwar Japan and the surge of figuration in postmodernism, challenging the commonly held view that this architectural movement emerged in the West. Specifically, the paper looks at how Isozaki's robotic creation for Expo '70 embodied the notion of theatrical mask, which characterized both postmodern ideals and early Japanese robotics, and influenced his own architectural work. Delving into Isozaki's creative exchanges with the film director Hiroshi Teshigahara and the novelist Kōbō Abe, coming into contact with each other in the 1950s, a synergy between cinema, literature, and architecture is highlighted, considering their speculations about possible technological means of reconstructing the human face in light of the symbolic dimension of this enterprise for Japan as a nation, and for architecture as a discipline.","[{""name"": ""François Blanciak"", ""affiliation"": []}]",[],['Engineering'],['Architecture'],"[[('0802 机械工程', 0.7567), ('0811 控制科学与工程', 0.7543), ('0814 土木工程', 0.7511), ('0808 电气工程', 0.7505), ('0807 动力工程及工程热物理', 0.7487)], [('0813 建筑学', 0.7506), ('0814 土木工程', 0.7274)]]"
10.1093/jaac/kpac031,JOURNAL OF AESTHETICS AND ART CRITICISM,1304 Fine Art; 1301 Art Theory; 0101 Philosophy,The Fable and the Novel: Rethinking History of Korean Fiction from the Perspective of Narrative Aesthetics,"Abstract The genre of fable tends to be overlooked in the study of Korean literary history on the ground that the genre seems too archaic to reflect the aesthetic standards established in the modern European novel, in which the focus lies in the realistic representation of the individual or contemporary society. However, the genre was not completely abandoned by modern Korean writers. Few critics have noted the continuing role played by the rich Korean fable tradition, which eventually made the reinvention of the genre in the mass media possible. In particular, it is worth noting that there was the emergence of a new subgenre of fable in the late nineteenth century: that is, fabulous court case fiction, which is quite distinct from the Chinese literary tradition that had underprivileged imaginative narrative texts under the absolute domination of Confucian historiography. The genre of fabulous court case fiction makes us reconsider the plurality of narrative forms and various narrative functions. In this study, I examine how imaginative narrative texts such as fables simultaneously pursue the pleasure of storytelling and the purposes of both moral and specialized (legal) education.","[{""name"": ""Sohyeon Park"", ""affiliation"": [""The Academy of East Asian Studies, Sungkyunkwan University , Seoul , Republic of Korea""]}]","[""10.1515/9780691243757-003"", ""10.25024/kj.2019.59.2.61"", ""10.1017/CBO9781139522502"", ""10.1515/9780691243757-004""]",['Social Sciences'],"['Cultural Studies', 'Sociology and Political Science']","[[('0303 社会学', 0.7395), ('0714 统计学', 0.7394), ('0503 新闻传播学', 0.7379), ('0602 中国史', 0.7298), ('0304 民族学', 0.7297)], [('0502 外国语言文学', 0.7548), ('0501 中国语言文学', 0.7513)], [('0302 政治学', 0.7685), ('0303 社会学', 0.7605)]]"
10.1162/leon_a_02317,LEONARDO,1304 Fine Art; 1301 Art Theory,The Epistemic Case for Sci-Art Toward a Posthuman Praxis,"AbstractThis article seeks to strengthen the epistemic case for sci-art by demonstrating how partnerships across paradigms can combine methodologies rooted in multiple knowledge traditions. Drawing on Robin Nelson’s multimodal conceptualization of artistic research and Bruno Latour’s model of science as a circulatory system of heterogeneous human and nonhuman phenomena, the author characterizes sci-art as a form of posthuman praxis, which opens new epistemic positions through transversal forms of inquiry, thereby revealing shared human/nonhuman cultures. Sci-art is thus proposed as a means of drawing together humans and nonhumans into more productive, empathic associations.","[{""name"": ""Jacob Thompson-Bell"", ""affiliation"": [""Jacob Thompson-Bell, Leeds Conservatoire, 3 Quarry Hill, Leeds, LS72PD, U.K. Email: j.thompson-bell@lcm.ac.uk. Website: www.jacobthompsonbell.com.""]}]","[""10.1162/leon_a_01831"", ""10.1080/00043249.2016.1234202"", ""10.1162/leon_a_01835"", ""10.5324/njsts.v3i1.2152"", ""10.1093/oso/9780199256044.001.0001"", ""10.1162/leon_e_02035"", ""10.1007/s10670-021-00471-0"", ""10.1162/leon_a_01785"", ""10.1162/LEON_a_00705"", ""10.1057/9781137282910"", ""10.1515/9780748636303"", ""10.1007/978-3-030-38599-6"", ""10.1386/ijfd_00032_1"", ""10.1162/leon_a_01790"", ""10.1162/leon_a_01989"", ""10.1177/0263276418771486"", ""10.1086/709130"", ""10.1016/j.geoforum.2006.09.004""]","['Psychology', 'Arts and Humanities']","['Visual Arts and Performing Arts', 'Experimental and Cognitive Psychology']","[[('0402 心理学', 0.7693), ('0303 社会学', 0.7389), ('0714 统计学', 0.7326), ('1011 护理学', 0.731), ('1202 工商管理学', 0.7276)], [('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('1301 艺术学', 0.7035), ('0501 中国语言文学', 0.691)], [('0402 心理学', 0.7575), ('0303 社会学', 0.7301)]]"
10.1093/jdh/epad054,JOURNAL OF DESIGN HISTORY,1301 Art Theory,"The Dot: Statistics, Society, and Graphic Design, c. 1830-1970","Abstract This article takes Chermayeff &amp; Geismar Associates’ cover designs for a paperback reprint series, “Studies in American Negro Life” (1968–c. 1972), as a starting point for investigating the history of the dot as a tool for social-statistical visualization. It first situates the series—which re-issued texts on Black history, sociology, and literature—within the context of 1960s urban unrest in the United States and shows how the arrangements of dots on each cover relate to contemporaneous experiments in urban cartography. It then traces a longer genealogy, considering the dot in relation to the 19th-century emergence of “society” and “the social” as novel epistemic concepts that came to serve as the primary objects of study for the modern social sciences in the 20th century. I address the integral role of statistics in this history, demonstrating how the logic of aggregation that undergirds statistical thinking has been habitually visualized through the dot. The article concludes by returning to the book series, addressing some of the individual covers and arguing that by evoking the visual vocabulary of the social sciences, the cover designs frame the series as a social scientific project overall.","[{""name"": ""Hannah Pivo"", ""affiliation"": [""Department of Art History & Archaeology Columbia University New York , New York ,""]}]",[],"['Computer Science', 'Social Sciences', 'Arts and Humanities']","['Museology', 'Sociology and Political Science', 'Computer Vision and Pattern Recognition']","[[('0812 计算机科学与技术', 0.7697), ('0839 网络空间安全', 0.7566), ('0811 控制科学与工程', 0.7551), ('0835 软件工程', 0.7476), ('1405 智能科学与技术', 0.7393)], [('0303 社会学', 0.7395), ('0714 统计学', 0.7394), ('0503 新闻传播学', 0.7379), ('0602 中国史', 0.7298), ('0304 民族学', 0.7297)], [('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0601 考古学', 0.7592), ('0602 中国史', 0.7377)], [('0302 政治学', 0.7685), ('0303 社会学', 0.7605)], [('0811 控制科学与工程', 0.7558), ('0812 计算机科学与技术', 0.7479)]]"
10.1093/aesthj/ayab028,BRITISH JOURNAL OF AESTHETICS,1304 Fine Art; 1301 Art Theory; 0101 Philosophy,The Dissonance of Modernity: On Baudelaire and Adorno,"Abstract This essay considers 'modern' poetry and music as interrelated signifying practices in the works of Charles Baudelaire and Theodor Adorno through a focus on their approach to understanding dissonance. For Baudelaire, dissonance depends on consonance in order to be perceived at all, a fact which allows us to read the modern not just in terms of a break with the past but also as dependent on it. This essay demonstrates the mutually constitutive nature of consonance and dissonance by placing Baudelaire and Adorno’s writings on dissonance, with reference to the music of Beethoven, into a constellation that allows for insight into the function of ‘modern’ dissonance. It argues that Baudelaire’s approach is both new and dependent on long-standing understandings of dissonance and harmony, and that Adorno’s writings, in conjunction with Baudelaire’s, can make us attentive to the dissonance that operates within harmony rather than standing opposed to it.","[{""name"": ""Joseph Acquisto"", ""affiliation"": [""University of Vermont, USA""]}]","[""10.1515/9781503615335"", ""10.1515/9781400864201"", ""10.2307/3731682"", ""10.1017/CCOL0521772893.010"", ""10.4324/9781315102733-2"", ""10.7208/chicago/9780226519876.001.0001"", ""10.1093/oso/9780198816706.001.0001""]",['Arts and Humanities'],['Literature and Literary Theory'],"[[('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0501 中国语言文学', 0.7442), ('0502 外国语言文学', 0.7423)]]"
10.33134/eeja.355,ESTETIKA-THE EUROPEAN JOURNAL OF AESTHETICS,1304 Fine Art; 0101 Philosophy; 1301 Art Theory,The Demands of Beauty: A Kantian Account of the Normative Force of Aesthetic Reasons,"My goal in this paper is to develop a Kantian account of the normative force of aesthetics reasons. While Kant himself would likely side with contemporary theorists who deny that aesthetic considerations, on their own, give rise to oughts and obligations, I argue that Kant’s theory nevertheless gives us resources for explaining the normative force of aesthetic reasons. On this account, while aesthetic properties (in particular, beauty) give us merely enticing or inviting reasons, these reasons acquire greater normative force in the context of aesthetic communities. Insofar as we are members of such communities, we take on special obligations to attend to, appreciate, and preserve particular beautiful objects.","[{""name"": ""Jessica J. Williams"", ""affiliation"": []}]","[""10.1111/j.0021-8529.2005.00179.x"", ""10.1080/00048400701571677"", ""10.2307/431380"", ""10.1093/oso/9780199261888.003.0004"", ""10.1017/S001221732000030X"", ""10.1111/papq.12346"", ""10.1093/aesthj/ayp052"", ""10.5840/jphil201811538"", ""10.5840/philtopics2006341/25"", ""10.1017/S0012217319000398"", ""10.1111/papq.12225"", ""10.1093/jaac/kpab060"", ""10.1093/acprof:oso/9780199604678.003.0008"", ""10.1093/pq/pqaa045"", ""10.1080/0020174X.2012.716194""]",['Arts and Humanities'],['Philosophy'],"[[('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0101 哲学', 0.772), ('0702 物理学', 0.7246)]]"
10.1162/leon_a_02136,LEONARDO,1304 Fine Art; 1301 Art Theory,The Data Imaginaries of Climate Art The Manifest Data Project,"Abstract The authors discuss a series of artworks produced since 2009, including The Southern Ocean Studies (2012), The Northern Polar Studies (2014) and Carbon Topographies (2020). Through this work they explore how climate models can be employed to develop data-driven imaginaries of climate change, its impacts and causes. They argue for the experiential potential of this information for producing differently situated ways of knowing climate, framing this through a methodological approach described as “data manifestation.”","[{""name"": ""Tom Corby"", ""affiliation"": [""Tom Corby, Manifest Data Lab, Central Saint Martins, University of the Arts London, London, N1C 4AA, U.K. Email: t.corby@csm.arts.ac.uk. Website: www.manifest-data.org.""]}, {""name"": ""Gavin Baily"", ""affiliation"": [""Gavin Baily, Manifest Data Lab, Central Saint Martins, University of the Arts London, London, N1C 4AA, U.K. Email: g.baily@arts.ac.uk.""]}, {""name"": ""Jonathan Mackenzie"", ""affiliation"": [""Jonathan Mackenzie, Manifest Data Lab, Central Saint Martins, University of the Arts London, London, N1C 4AA, U.K. Email: j.mackenzie@arts.ac.uk.""]}, {""name"": ""Giles Lane"", ""affiliation"": [""Giles Lane, Manifest Data Lab, Central Saint Martins, University of the Arts London, London, N1C 4AA, U.K. Email: giles.lane@csm.arts.ac.uk.""]}, {""name"": ""Erin Dickson"", ""affiliation"": [""Erin Dickson, Manifest Data Lab, Central Saint Martins, University of the Arts London, London, N1C 4AA, U.K. Email: e.dickson@csm.arts.ac.uk.""]}, {""name"": ""Louise Sime"", ""affiliation"": [""Louise Sime, Manifest Data Lab, Central Saint Martins, University of the Arts London, London, N1C 4AA, U.K. Email: lsim@bas.ac.uk.""]}, {""name"": ""George Roussos"", ""affiliation"": [""George Roussos, Manifest Data Lab, Central Saint Martins, University of the Arts London, London, N1C 4AA, U.K. Email: george.c.roussos@googlemail.com.""]}]","[""10.1017/CBO9780511841200"", ""10.5194/bg-5-847-2008"", ""10.1177/0162243904271724"", ""10.1162/LEON_a_00278"", ""10.1177/1461444817717515"", ""10.4324/9780203770283"", ""10.1111/0004-5608.00245""]","['Social Sciences', 'Environmental Science']","['Sociology and Political Science', 'Ecological Modeling', 'Global and Planetary Change']","[[('0303 社会学', 0.7395), ('0714 统计学', 0.7394), ('0503 新闻传播学', 0.7379), ('0602 中国史', 0.7298), ('0304 民族学', 0.7297)], [('0830 环境科学与工程', 0.8035), ('0807 动力工程及工程热物理', 0.7866), ('0713 生态学', 0.77), ('0903 农业资源与环境', 0.7684), ('0907 林学', 0.7684)], [('0302 政治学', 0.7685), ('0303 社会学', 0.7605)], [('0907 林学', 0.7628), ('0705 地理学', 0.7535)], [('0705 地理学', 0.7381), ('0706 大气科学', 0.7347)]]"
10.1111/1467-8365.12542,ART HISTORY,1304 Fine Art; 1301 Art Theory,The Craft of Anne Ryan's Collages,"AbstractBetween 1948 and 1954, Anne Ryan produced over 400 small‐scale collages out of worn fabrics and handmade paper. Although this work earned her a fruitful affiliation with the Betty Parsons Gallery in New York, its ‘feminine’ delicacy distinguished it from the bold styles generally associated with the artist's abstract expressionist peers. Revisiting the presupposition of a ‘feminine’ touch, this essay assesses the collages in light of Ryan's expertise as a sewer. Drawing from feminist theories on the significance of everyday embodied knowledge, it is argued that the artist defined the limits of her practice through careful material and tactile choices, demonstrating what is proposed to be a craft expertise engrained over a lifetime of handling threads and fabrics. Such claims, in turn, have broader bearing on how we continue to write about the relationship between modernist art and the structures, skills, and habits of the domestic everyday.","[{""name"": ""Susan Richmond"", ""affiliation"": []}]",[],['Arts and Humanities'],"['Museology', 'Visual Arts and Performing Arts']","[[('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0601 考古学', 0.7592), ('0602 中国史', 0.7377)], [('1301 艺术学', 0.7035), ('0501 中国语言文学', 0.691)]]"
10.1162/leon_a_02014,LEONARDO,1304 Fine Art; 1301 Art Theory,The Choreography of the Creative Process Drawing in Time and Space,"Abstract This article provides a new perspective on the contribution of computers to visual art, exploring how the visual product’s aesthetic qualities and the making process itself can render a hybrid artistic outcome. A medium that unifies the physical product with the spirit of the making process has innovative potential for computational artistic practice. The article demonstrates various techniques to visualize artists’ motor performance in activities such as drawing and carving. The authors digitally track artists’ movements and computer graphic tools to expose expressive performance, highlight working styles and bring their strokes’ hidden paths to the artwork’s forefront. The authors discuss contextual application of this form of visualization to new domains of visual art.","[{""name"": ""Amit Raphael Zoran"", ""affiliation"": [""Amit Raphael Zoran, Hybrid Lab at the School of Computer Science and Engineering, The Hebrew University of Jerusalem, Israel. Email: zoran@cs.huji.ac.il.""]}, {""name"": ""Nir Dick"", ""affiliation"": [""Nir Dick, Hybrid Lab at the School of Computer Science and Engineering, The Hebrew University of Jerusalem, Israel. Email: nir.dick@mail.huji.ac.il.""]}, {""name"": ""Naama Glauber"", ""affiliation"": [""Naama Glauber, Hybrid Lab at the School of Computer Science and Engineering, The Hebrew University of Jerusalem, Israel. Email: naama.glauber@mail.huji.ac.il.""]}]","[""10.1145/2893491"", ""10.7551/mitpress/7221.001.0001"", ""10.1145/364338.364370"", ""10.1162/LEON_a_01226"", ""10.1145/2380296.2380299"", ""10.1145/2699649"", ""10.1145/2617570""]","['Computer Science', 'Arts and Humanities']","['Computer Vision and Pattern Recognition', 'Visual Arts and Performing Arts', 'Human-Computer Interaction']","[[('0812 计算机科学与技术', 0.7697), ('0839 网络空间安全', 0.7566), ('0811 控制科学与工程', 0.7551), ('0835 软件工程', 0.7476), ('1405 智能科学与技术', 0.7393)], [('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0811 控制科学与工程', 0.7558), ('0812 计算机科学与技术', 0.7479)], [('1301 艺术学', 0.7035), ('0501 中国语言文学', 0.691)], [('0812 计算机科学与技术', 0.7429), ('0811 控制科学与工程', 0.7383)]]"
10.1515/zkg-2023-3002,ZEITSCHRIFT FUR KUNSTGESCHICHTE,1304 Fine Art; 1301 Art Theory,The Burdened Body: Byzantine Enkolpia and the Weight of the Sacred,"Abstract Few products of human artistry seem as insistently concerned with self-representation as jewelry. In Georg Simmel’s classic formulation, articles of personal adornment work to enhance an individual’s social persona by magnifying their Ausstrahlung. While medieval Christian devotional jewels were well-equipped to operate in this manner, their true significance lay elsewhere. Objects such as pectoral crosses, reliquary rings, rosaries, and prayer nuts were designed not so much to mediate between self and society, but rather to stage and facilitate an encounter of the self with itself. Focusing on Byzantine devotional neck pendants, or enkolpia, this essay considers how religiously significant wearables participated in introspective spiritual practices aimed at forming and reforming the Christian subject. The essay, more specifically, attends to the enkolpion as an instrument of self-imposed discipline and explores how the corporeal experience of carrying this object and feeling its weight, however minimal, on the body contributed to the wearer’s cultivation of inner vigilance.","[{""name"": ""Ivan Drpić"", ""affiliation"": []}]",[],['Arts and Humanities'],"['History', 'Archeology', 'Classics']","[[('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0602 中国史', 0.7697), ('0603 世界史', 0.7625)], [('0601 考古学', 0.7562), ('0602 中国史', 0.7304)], [('0501 中国语言文学', 0.6825), ('0602 中国史', 0.6817)]]"
10.1162/leon_a_02432,LEONARDO,1304 Fine Art; 1301 Art Theory,The Belitung Shipwreck in Virtual Reality: Exploring the Narrative Framework of Digital Cultural Heritage,"Abstract Building on the work of Belitung VR, this article seeks to explore a narrative framework for digital cultural heritage storytelling. Belitung VR is a serious game intended to disseminate cultural knowledge about its subject via VR, wherein users can freely explore the virtual reconstruction of a shipwrecked Arab dhow to learn about historical shipping between China and West Asia while collecting clues to the cause(s) of the wreck. The framework consists of narrative goals (physical and nonphysical), narrative elements (character, world, and plot), and narrative grammar (immersion, interaction, rhetoric, and factuality). This work can serve as a practice guide and evaluative framework for designers/artists with an aspiration to digitally disseminate cultural heritage.","[{""name"": ""Baosheng Wang"", ""affiliation"": [""Baosheng Wang, School of Design, Hunan University, China. Email: walterwang840217@gmail.com.""]}, {""name"": ""Qing Liang"", ""affiliation"": [""Qing Liang, School of Design, Hunan University, China.""]}]","[""10.1007/s10055-010-0176-4"", ""10.1007/s00779-016-0984-y"", ""10.1145/3145534"", ""10.1145/3414833"", ""10.3390/app12178476"", ""10.3390/virtualworlds1010006"", ""10.1145/2399180.2399185"", ""10.1007/978-3-540-89454-4"", ""10.1080/09647775.2013.807998"", ""10.2307/2215735"", ""10.1016/j.culher.2016.10.017""]","['Computer Science', 'Health Professions', 'Arts and Humanities']","['Speech and Hearing', 'Computer Vision and Pattern Recognition', 'Visual Arts and Performing Arts']","[[('0812 计算机科学与技术', 0.7697), ('0839 网络空间安全', 0.7566), ('0811 控制科学与工程', 0.7551), ('0835 软件工程', 0.7476), ('1405 智能科学与技术', 0.7393)], [('1004 公共卫生与预防医学', 0.7248), ('1009 特种医学', 0.7169), ('1003 口腔医学', 0.7153), ('1002 临床医学', 0.7145), ('1011 护理学', 0.711)], [('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0824 船舶与海洋工程', 0.6903), ('0501 中国语言文学', 0.6859)], [('0811 控制科学与工程', 0.7558), ('0812 计算机科学与技术', 0.7479)], [('1301 艺术学', 0.7035), ('0501 中国语言文学', 0.691)]]"
10.3989/aearte.2024.1376,ARCHIVO ESPANOL DE ARTE,1304 Fine Art; 1301 Art Theory; 1305 Design,The Attribution of a Painting to Mateo Pérez de Alesio in Lima,En el convento de los Descalzos de Lima se conserva una obra de la Virgen de los Ángeles que puede atribuirse ahora al pintor italiano Mateo Pérez de Alesio gracias a la aportación documental inédita.,"[{""name"": ""Jesús Sánchez Gil"", ""affiliation"": []}, {""name"": ""Li Cárdenas Noa"", ""affiliation"": []}]","[""10.3934/era.2022238"", ""10.1111/risa.12133"", ""10.1016/j.scs.2023.104605"", ""10.1016/j.ress.2020.106859"", ""10.1016/j.ress.2022.108653"", ""10.1016/j.watres.2018.06.048"", ""10.1016/j.ijcip.2021.100434"", ""10.1016/j.scs.2022.103884"", ""10.1016/j.ress.2018.04.003"", ""10.1016/j.ress.2022.108663""]",['Arts and Humanities'],"['Conservation', 'Visual Arts and Performing Arts']","[[('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0907 林学', 0.7354), ('0910 水土保持与荒漠化防治学', 0.7254)], [('1301 艺术学', 0.7035), ('0501 中国语言文学', 0.691)]]"
