DOI,来源,研究方向,论文标题,CR_摘要,CR_作者和机构,CR_参考文献DOI,OpenAlex_field_list,OpenAlex_subfield_list,OpenAlex_map_subjects
10.3138/ctr.181.007,CANADIAN THEATRE REVIEW,1303 Drama Film and Television,Drama as Methodology for Coast Salish Language Revitalization,"This article analyses theatre project ‘Hul’q’umi’num’ Heroes: Reclaiming Language through Theatre’, which aims to stem the decline of the Hul’q’umi’num’ language by bringing traditional stories about heroes to life in dramatic performances that spark and hold the interest of language speakers, language learners, and the general public. The territory of the Hul’q’umi’num’ people extends along the Salish Sea from Nanoose to Malahaton Vancouver Island in British Columbia, Canada. Today, around forty fluent first-language speakers remain, mostly over the age of 60, and thus Hul’q’umi’num’ is considered an endangered language. However, among the population of over 6,000 Hul’q’umi’num’, there are many people who desire to learn the language or improve their fluency. By embarking on the next step—turning traditional stories into theatre—the wproject is hoping to bring the language to the eyes and ears of the community, and, for the participants, it will possibly help unlock their ability to speak Hul’q’umi’num’. This article argues that applied theatre can be used to effectively address concerns pertaining to—in this case—the indigenous community the language revitalization work is meant to benefit, even though there are multiple challenges that stand in the way of such a process. The work has a strong focus on traditional and playful artistry and on consensus.","[{""name"": ""Kirsten Sadeghi-Yekta"", ""affiliation"": []}]","[""10.1080/1356978022000007983"", ""10.5040/9781472522993"", ""10.1386/atr.3.1.21_1"", ""10.4135/9781483385686"", ""10.1075/z.158.18ger"", ""10.1080/15348450903305031"", ""10.1057/9780230242425""]","['Social Sciences', 'Psychology']","['Health', 'Developmental and Educational Psychology', 'Linguistics and Language']","[[('0303 社会学', 0.7395), ('0714 统计学', 0.7394), ('0503 新闻传播学', 0.7379), ('0602 中国史', 0.7298), ('0304 民族学', 0.7297)], [('0402 心理学', 0.7693), ('0303 社会学', 0.7389), ('0714 统计学', 0.7326), ('1011 护理学', 0.731), ('1202 工商管理学', 0.7276)], [('1004 公共卫生与预防医学', 0.7421), ('1002 临床医学', 0.7304)], [('0402 心理学', 0.7692), ('0401 教育学', 0.7489)], [('0502 外国语言文学', 0.746), ('0501 中国语言文学', 0.7418)]]"
10.1162/dram_e_00964,TDR-THE DRAMA REVIEW-THE JOURNAL OF PERFORMANCE STUDIES,1303 Drama Film and Television,Double Edge Theatre in Its Ashfield Community: An Interview with Stacy Klein,The founding artistic director of Double Edge Theatre talks about the process of moving from Boston to rural Western Massachusetts where the theatre has become part of the Ashfield community.,"[{""name"": ""Richard Schechner"", ""affiliation"": []}]","[""10.1103/PhysRevD.27.1"", ""10.5642/mimejournal.20142501.03"", ""10.1162/1054204054871676"", ""10.1162/105420499760347333"", ""10.1162/105420402320980541"", ""10.1162/DRAM_a_00022"", ""10.2307/1146448""]",['Arts and Humanities'],['Visual Arts and Performing Arts'],"[[('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('1301 艺术学', 0.7035), ('0501 中国语言文学', 0.691)]]"
10.1017/S0266464X23000258,NEW THEATRE QUARTERLY,1303 Drama Film and Television,Documenting Crisis: Artistic Innovation and Institutional Transformations in the German-Speaking Countries and the UK,"The unprecedented suspension of cultural events across Europe in March 2020 had a profound impact on the performing arts. Alongside the proliferation of digital and hybrid modes of theatre-making, the Covid-19 pandemic has also precipitated a substantive shift in how theatres operate at both institutional and organizational levels in an attempt to respond to the volatile economic impact of the pandemic on the culture sector. This has provided a decisive moment for the reinterpretation of the theatre landscape, raising fundamental questions relating to institutional transformation that challenge precarious working models and entrenched hierarchical divides. Drawing on wider transnational research as part of the ‘Theatre after Covid’ project, this article examines the institutional effects of the pandemic on theatre and performance in the United Kingdom and the German-speaking countries. It details the findings of a wide-ranging survey conducted in 2022 with theatre workers and organizations that address how the industry is adapting and transforming in response to the crisis. Using this new data as a starting point, it analyzes how new forms of artistic innovation have emerged during Covid-19. By focusing on these institutional and aesthetic developments, the article argues that the pandemic has produced a paradigm shift that has crucially reinscribed how theatre is created, programmed, and understood.","[{""name"": ""Thomas Fabian Eder"", ""affiliation"": []}, {""name"": ""James Rowson"", ""affiliation"": []}]",[],"['Social Sciences', 'Arts and Humanities']","['Urban Studies', 'Cultural Studies', 'Visual Arts and Performing Arts']","[[('0303 社会学', 0.7395), ('0714 统计学', 0.7394), ('0503 新闻传播学', 0.7379), ('0602 中国史', 0.7298), ('0304 民族学', 0.7297)], [('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0833 城乡规划学', 0.7511), ('0705 地理学', 0.7475)], [('0502 外国语言文学', 0.7548), ('0501 中国语言文学', 0.7513)], [('1301 艺术学', 0.7035), ('0501 中国语言文学', 0.691)]]"
10.1386/slac_00018_1,STUDIES IN SPANISH & LATIN AMERICAN CINEMAS,1303 Drama Film and Television,"Docudrama for the emerging post-war order: Documentary film, internationalism and indigenous subjects in 1950s Mexico","This article focuses on the productive tensions between the competing ideological discourses of post-war internationalism, Mexican post-revolutionary nationalism and local indigenous representational paradigms in the activities of the film unit of the UNESCO-sponsored adult education centre (CREFAL) in the town of Pátzcuaro, Mexico in the 1950s, which combined village screenings of educational, promotional and informative movies from the world over, with the local production of pedagogical documentary shorts by non-professional filmmakers from across Latin America. Inspired by the work of British documentarian Paul Rotha, whose United Nation picture World Without End (Mexico/Thailand/United Kingdom, 1953, codirected with Basil Wright) was partly filmed at CREFAL, these films frequently resorted to a docudrama format that enabled amateur documentary filmmakers to engage with the agendas of their indigenous subjects even as they subordinated them to the United Nation’s call to hygiene, progress and civic values. In doing so, they responded creatively to appeals by theorists such as Kracauer and Grierson for a critical realist cinema. They also acted as a link between the so-called ‘classical’ pre-war documentary movements in the United Kingdom, North America and elsewhere, and the later, socially committed new cinemas.","[{""name"": ""David M. J. Wood"", ""affiliation"": [""ISNI: 0000000121590001 Universidad Nacional Autónoma de México""]}]","[""10.1080/07075332.2013.813863"", ""10.1007/978-1-349-92496-7_23"", ""10.1177/0094582X12447275"", ""10.7560/VLT7507"", ""10.3366/jbctv.2013.0150"", ""10.2307/1209527"", ""10.1080/00467600903043282"", ""10.1386/slac_00018_1""]","['Social Sciences', 'Economics, Econometrics and Finance']","['Anthropology', 'Economics and Econometrics', 'Political Science and International Relations']","[[('0303 社会学', 0.7395), ('0714 统计学', 0.7394), ('0503 新闻传播学', 0.7379), ('0602 中国史', 0.7298), ('0304 民族学', 0.7297)], [('0202 应用经济学', 0.766), ('0714 统计学', 0.7639), ('0201 理论经济学', 0.7634), ('1202 工商管理学', 0.7449), ('0701 数学', 0.7423)], [('0303 社会学', 0.7437), ('0304 民族学', 0.7365)], [('0202 应用经济学', 0.7539), ('0201 理论经济学', 0.7475)], [('0302 政治学', 0.7764), ('1204 公共管理学', 0.7587)]]"
10.1017/S1054204322000740,TDR-THE DRAMA REVIEW-THE JOURNAL OF PERFORMANCE STUDIES,1303 Drama Film and Television,Dis-Anthropocentric Performance The Climate Lens Playbook,"How might performance contribute to a reversal of the social values and political systems that have produced climate chaos, plunging countless species into crisis and catastrophe? What recognitions would such a reversal require? What misrecognitions must it defeat?","[{""name"": ""Una Chaudhuri"", ""affiliation"": []}]",[],['Social Sciences'],['Sociology and Political Science'],"[[('0303 社会学', 0.7395), ('0714 统计学', 0.7394), ('0503 新闻传播学', 0.7379), ('0602 中国史', 0.7298), ('0304 民族学', 0.7297)], [('0302 政治学', 0.7685), ('0303 社会学', 0.7605)]]"
10.5325/shaw.41.1.0151,SHAW-THE JOURNAL OF BERNARD SHAW STUDIES,0502 Foreign Language and Literature; 1303 Drama Film and Television,Ding Xilin's Chinese Translation of The Man of Destiny Reading Shaw through IBM Artificial Intelligence and Cloud Computing Platform,"ABSTRACT This article examines Ding Xilin's (丁西林) (1893–1974) Chinese translation of The Man of Destiny by making use of artificial intelligence and machine learning functionalities on IBM Cloud Computing Platforms to decipher Ding's cultural translation. While an untrained model of IBM Natural Language Understanding reveals Ding's using the translation to criticize imperialism, a trained machine learning model using IBM Watson Knowledge Studio shows the qualities of the Shavian Great Man. The IBM artificial intelligence and machine learning platforms, drawing attention to words and the semantic relations between them, uncover a subtle relationship between Ding Xilin's Chinese translation and the personality cult around China's Great Man, Mao Zedong (1893–1976), around the time of Ding's translation. The artificial intelligence platforms show that there may be subtle connections between Shaw's play and the most dominant figure in China at the time of the translation.","[{""name"": ""Kay Li"", ""affiliation"": []}]",[],['Medicine'],"['Pediatrics, Perinatology and Child Health']","[[('1002 临床医学', 0.7333), ('1007 药学', 0.7307), ('1001 基础医学', 0.7301), ('1008 中药学', 0.7257), ('1005 中医学', 0.7236)], [('1004 公共卫生与预防医学', 0.7563), ('1011 护理学', 0.7526)]]"
10.1386/dtr_00105_1,DRAMA THERAPY REVIEW,1303 Drama Film and Television,Designing a model of knowledge competencies within drama therapy: Phase 1,"This article describes and documents a step-by-step, iterative process of competency modelling – a way of identifying, generating and disseminating professional knowledge-based competencies in the field of drama therapy. The authors, the Education Competency Team (ETC) designated by the North American Drama Therapy Association (NADTA) board, discuss the significance of and the need for knowledge competencies, as well as the importance of transparency in their design. Relevant literature defining competency-based learning, its connection to skill, employment and equity, as well as a detailed outline of the three-tiered recursive method used collaboratively to create this inaugural document are included. We conclude with a discussion of limitations and future directions for the model, which also evidences as a living document.","[{""name"": ""Laura L. Wood"", ""affiliation"": [""ISNI: 0000000092155771 Lesley University""]}, {""name"": ""Adam Reynolds"", ""affiliation"": [""ISNI: 0000000122985718 CUNY""]}, {""name"": ""Myriam D. Savage"", ""affiliation"": [""ISNI: 0000000102905872 California Institute of Integral Studies""]}]","[""10.1111/j.1365-2923.2007.02996.x"", ""10.1080/10437797.2019.1671273"", ""10.1386/dtr_00002_1"", ""10.1177/1049731512437557"", ""10.1093/mt/1.1.43"", ""10.1007/BF03391625"", ""10.1007/978-94-017-8902-8_1"", ""10.1037/a0017302"", ""10.1080/10437797.2014.917927"", ""10.1080/00377317.2015.1017396"", ""10.1037/aca0000257"", ""10.1097/00115514-200601000-00004"", ""10.1016/j.jen.2012.05.006"", ""10.1007/s10459-017-9778-x"", ""10.1590/0034-7167-2017-0390"", ""10.1016/0197-4556(95)00042-4"", ""10.1037/h0034092"", ""10.1111/j.1752-0606.2009.00183.x"", ""10.1016/j.im.2003.11.002"", ""10.18084/1084-7219.20.1.117"", ""10.1386/dtr_00001_2"", ""10.3109/0142159X.2013.787140"", ""10.1007/S40037-015-0232-6"", ""10.1016/j.aip.2006.09.002"", ""10.1007/978-3-030-76208-7_21"", ""10.1386/dtr_00105_1""]","['Medicine', 'Nursing', 'Health Professions']","['General Health Professions', 'Research and Theory', 'Public Health, Environmental and Occupational Health']","[[('1002 临床医学', 0.7333), ('1007 药学', 0.7307), ('1001 基础医学', 0.7301), ('1008 中药学', 0.7257), ('1005 中医学', 0.7236)], [('1011 护理学', 0.7465), ('1002 临床医学', 0.7157), ('1009 特种医学', 0.7101), ('1004 公共卫生与预防医学', 0.7061), ('1001 基础医学', 0.7035)], [('1004 公共卫生与预防医学', 0.7248), ('1009 特种医学', 0.7169), ('1003 口腔医学', 0.7153), ('1002 临床医学', 0.7145), ('1011 护理学', 0.711)], [('1004 公共卫生与预防医学', 0.7259), ('1002 临床医学', 0.7229)], [('0812 计算机科学与技术', 0.7393), ('0714 统计学', 0.7357)], [('1004 公共卫生与预防医学', 0.7253), ('1009 特种医学', 0.7027)]]"
10.1353/tj.2024.a929510,THEATRE JOURNAL,1303 Drama Film and Television,"Democracy, ""Democracy (Reprise),"" and the Asian American Ambivalence of Soft Power","Abstract: In Soft Power (2019), David Henry Hwang and Jeanine Tesori deconstruct and demonstrate the affective power of American musicals by reversing The King and I (1951). Soft Power satirizes democracy, white supremacy, and gun violence with whiteface, meta-propaganda, and a sweeping Broadway-style score. In the torch song “Democracy” and its reprise, the artists articulate Asian American ambivalence about US democracy: hope in its promise to lift everyone, despair in its rootedness in racism, and cognizance of musical theatre as a delivery system for ideology. This article uses repetition, interviews, reviews, and dramaturgy to consider Soft Power , soft power, and democracy.","[{""name"": ""Donatella Galella"", ""affiliation"": []}]",[],['Social Sciences'],"['Cultural Studies', 'Sociology and Political Science']","[[('0303 社会学', 0.7395), ('0714 统计学', 0.7394), ('0503 新闻传播学', 0.7379), ('0602 中国史', 0.7298), ('0304 民族学', 0.7297)], [('0502 外国语言文学', 0.7548), ('0501 中国语言文学', 0.7513)], [('0302 政治学', 0.7685), ('0303 社会学', 0.7605)]]"
10.1017/S0040557420000071,THEATRE SURVEY,1303 Drama Film and Television,"Defending the Standard Contract: Unmeasured Work, Class, and Design Professionalism in United Scenic Artists Local 829","How much is a theatrical design idea worth? Alternatively, how much should a professional theatre designer be paid? For many working today, standard minimum contract scales and “industry standards” help guide fee negotiations. In the United States, United Scenic Artists (USA) Local 829 was among the first bodies to align theatrical design with organized labor activism, and as such, its standard minimum contract for design is an object lesson in the value of artistic labor. These scales were developed nearly a century ago, and were the product of hard negotiation and legal action taken by US-American designers in the interwar period. Lee Simonson and Jo Mielziner are best remembered for their revolutionary use of space, scenery, and lighting, yet their professional advocacy within USA Local 829 provided the basis for today's standard design fees. Further, their defense of fair payment during the Depression and war years preserved scenic design as a form of labor analogous to other backstage crafts and trades.","[{""name"": ""David Bisaha"", ""affiliation"": []}]","[""10.7208/chicago/9780226189666.001.0001"", ""10.1525/9780520323070"", ""10.1163/9789004288157"", ""10.2307/1885555"", ""10.1515/9780691214535"", ""10.1057/9781137108395"", ""10.1086/253842"", ""10.4324/9780203315972"", ""10.1017/S0040557416000661"", ""10.5406/illinois/9780252037481.001.0001"", ""10.9783/9780812290417""]","['Social Sciences', 'Arts and Humanities']","['Urban Studies', 'Visual Arts and Performing Arts']","[[('0303 社会学', 0.7395), ('0714 统计学', 0.7394), ('0503 新闻传播学', 0.7379), ('0602 中国史', 0.7298), ('0304 民族学', 0.7297)], [('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0833 城乡规划学', 0.7511), ('0705 地理学', 0.7475)], [('1301 艺术学', 0.7035), ('0501 中国语言文学', 0.691)]]"
10.12745/et.24.2.4887,EARLY THEATRE,1303 Drama Film and Television,Decoding Misfortunes: Advice to Elizabeth I and Her Subjects,"This article positions Misfortunes within the context of drama and literature offered as counsel. Such contextualization demonstrates that the play drew upon Senecan drama, mirror for princes texts, and the Inns play Gorboduc in order to more authoritatively offer counsel about counsel itself to Elizabeth I, her court, and readers of the play in print. Considering both Misfortunes’s wider circulation in print and in a recent performance by The Dolphin’s Back, this article argues that the play’s counsel had value beyond its application to the queen. We can fully decode the play’s political messages only by looking across these different contexts.","[{""name"": ""Lorna Wallace"", ""affiliation"": []}]",[],['Arts and Humanities'],['History'],"[[('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0602 中国史', 0.7697), ('0603 世界史', 0.7625)]]"
10.1386/jicms_00136_1,JOURNAL OF ITALIAN CINEMA AND MEDIA STUDIES,1303 Drama Film and Television,Death and life through the tourist's gaze: Reflections on Gianfranco Rosi's Boatman,"This article examines Gianfranco Rosi’s first documentary Boatman (1993) from the perspective of the touristic gaze deployed by the film in its portrayal of the sacred city of Benares, India, and the activities that take place there on the banks of the River Ganges, from washing to funerary rites. I situate the film in relation to persistent ethical questions regarding documentary encounters with death, arguing that Rosi’s self-reflexive alignment with – and interrogation of – several touristic gazes opens a set of primarily political concerns. These are elucidated in dialogue with the thought of philosopher Roberto Esposito on biopolitics and the ‘immunitarian’ paradigm. Through this lens, the documentary’s self-conscious adoption of touristic perspectives may be understood as revealing and challenging an exoticizing fantasy, animated by contagion and immunity, that frames Benares as a space exempt from the modern biopolitical impulse to protect the boundaries of individuals from the shared fabric of the commons.","[{""name"": ""Lucy Bollington"", ""affiliation"": [""ISNI: 0000000121901201 University College London""]}]","[""10.1080/13576270701430692"", ""10.1525/fq.2018.71.3.10"", ""10.1386/jicms_00136_1""]","['Social Sciences', 'Arts and Humanities']","['Philosophy', 'Literature and Literary Theory', 'Geography, Planning and Development']","[[('0303 社会学', 0.7395), ('0714 统计学', 0.7394), ('0503 新闻传播学', 0.7379), ('0602 中国史', 0.7298), ('0304 民族学', 0.7297)], [('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0101 哲学', 0.772), ('0702 物理学', 0.7246)], [('0501 中国语言文学', 0.7442), ('0502 外国语言文学', 0.7423)], [('0833 城乡规划学', 0.7657), ('0705 地理学', 0.7617)]]"
10.30628/1994-9529-2020-16.4-33-62,NAUKA TELEVIDENIYA-THE ART AND SCIENCE OF TELEVISION,1303 Drama Film and Television,DESIGNING THE SOVIET IDENTITY (THROUGH THE EXAMPLE OF ELYOR ISHMUKHAMEDOV'S FILMS TENDERNESS AND LOVERS),"The article studies the Soviet identity, which fell into a crisis in the context of globalization and ethnic localization, gradually intensifying after the collapse of the USSR. In response to the decay of the Soviet mentality, it is necessary to understand how to overcome the split in society and make the process of cultural transformation under modernization conditions less painful for people. One of the mechanisms of forming the cultural identity of peoples is an appeal to the positive experience in common history. Simply copying the previous forms and means of forming cultural identity is impossible, since socio-economic foundations change; therefore, the problem needs a different solution. Exploring the Soviet past, one can understand which ideological values contributed to the consolidation of society in order to use this experience in construction of Russian civilizational identity. The purpose of the article is to study the films by Elyor Ishmukhamedov Tenderness (1966) and Lovers (1969) as “texts” that construct Soviet identity by dint of the recognition and acceptance of the ideal life model by the society. Since humans transform themselves and the world around them through an imitation, the main research questions are as follows: what social interaction features can be identified in these films? What is the appeal of the Soviet discourse and how is it transmitted in such seemingly “non-ideological” films? Ishmukhamedov’s films were studied as a semiotic system, in which the main myths and archetypes were revealed that had a manipulative and mobilizing influence on the viewer, thereby creating an image of a Soviet person which is attractive to the masses. The everyday life captured in these films symbolizes the stability and reliability of living in the USSR and Central Asia in the 1960s. After analyzing the figurative system of the Soviet-time everyday life in Ishmukhamedov’s films, the author finds out that identity is a system consisting of ethnic, cultural, age, natural, social, professional, mental, artifact identities, as well as the identity of the genus and small groups, which set the models and patterns of behavior for a Soviet person, which patterns were accepted and copied by the people.","[{""name"": ""SVETLANA Ya. SHCHEBROVA"", ""affiliation"": []}]",[],['Social Sciences'],"['Sociology and Political Science', 'Political Science and International Relations']","[[('0303 社会学', 0.7395), ('0714 统计学', 0.7394), ('0503 新闻传播学', 0.7379), ('0602 中国史', 0.7298), ('0304 民族学', 0.7297)], [('0302 政治学', 0.7685), ('0303 社会学', 0.7605)], [('0302 政治学', 0.7764), ('1204 公共管理学', 0.7587)]]"
10.1386/jams_00029_1,JOURNAL OF AFRICAN MEDIA STUDIES,1303 Drama Film and Television; 0503 Journalism and Communication; 0303 Sociology,Cultural expression using digital media by students,"Digital media have developed to facilitate new forms of engagement with heritage and allow traditional life to showcase its past history, thus potentially broadening interest to a broader landscape of audience. The research responds to calls for a better understanding of cultural expression using digital media by exploring the affordances and utilization of digital forms on users. Also, it is essential to examine the magnitude of the associations. Accordingly, the research analyses the interaction between cultural expressions and digital media use. The aims of the investigation are informed by behavioural theories to add depth and texture. The methodological framework is framed by a survey questionnaire method. The sample size is drawn from undergraduate students at the University of Ilorin, Nigeria, using the simple random scheme. The study informs practice, enhances our understanding of digital media while improving user experiences and sheds new insights on self-preservation, values and co-producing heritage assets.","[{""name"": ""Gbolahan Olasina"", ""affiliation"": [""ISNI: 0000000107234123 University of KwaZulu-Natal""]}]","[""10.1098/rspb.2004.2746"", ""10.1177/1359183512454065"", ""10.3102/0034654315582065"", ""10.1002/9781118883341.ch10"", ""10.1016/j.beth.2016.11.010"", ""10.1007/s11747-017-0541-x"", ""10.1016/j.jretconser.2016.02.004"", ""10.1111/1467-9280.00384"", ""10.1111/j.1750-8606.2011.00208.x"", ""10.1037/a0028086"", ""10.1177/001316447003000308"", ""10.1016/j.eswa.2012.09.015"", ""10.1080/14649365.2015.1059477"", ""10.1386/jams.7.3.329_1"", ""10.1111/bjet.12447"", ""10.1177/1461444812469598"", ""10.1177/1461444815588323"", ""10.1098/rspb.2000.1294"", ""10.1145/2812802"", ""10.1016/j.copsyc.2015.09.009"", ""10.1111/j.1467-9280.2008.02045.x"", ""10.1080/10286632.2018.1534841"", ""10.1080/13527258.2016.1138237"", ""10.1016/j.sbspro.2013.12.517"", ""10.1386/jams_00029_1""]","['Social Sciences', 'Arts and Humanities']","['Literature and Literary Theory', 'Sociology and Political Science', 'Museology']","[[('0303 社会学', 0.7395), ('0714 统计学', 0.7394), ('0503 新闻传播学', 0.7379), ('0602 中国史', 0.7298), ('0304 民族学', 0.7297)], [('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0501 中国语言文学', 0.7442), ('0502 外国语言文学', 0.7423)], [('0302 政治学', 0.7685), ('0303 社会学', 0.7605)], [('0601 考古学', 0.7592), ('0602 中国史', 0.7377)]]"
10.5195/cinej.2020.225,CINEJ CINEMA JOURNAL,1303 Drama Film and Television,Crushing Life in the Anthropocene? Destroying Simulated Nature in The Cabin in the Woods,"The Cabin in the Woods (2011) is a highly self-reflexive movie that is aware of its generic roots. In particular, the film struggles with the meaning of “the woods” in the horror genre. Cabin’s central twist in this respect is that the titular “woods” are not untamed nature, but rather a place of artifice. Cabin’s woods are not uncanny because they are far removed from “civilization,” but rather exactly because they are part of it. The film’s emphasis on the artificiality of nature suggests that the concept of “nature” is exactly that—a concept, a cultural construct, loaded with meaning. The film’s ending envisions the end of that discursive construct—but for that to happen, humankind must vanish.","[{""name"": ""Michael Fuchs"", ""affiliation"": []}]",[],"['Social Sciences', 'Economics, Econometrics and Finance']","['Cultural Studies', 'Economics and Econometrics', 'Geography, Planning and Development']","[[('0303 社会学', 0.7395), ('0714 统计学', 0.7394), ('0503 新闻传播学', 0.7379), ('0602 中国史', 0.7298), ('0304 民族学', 0.7297)], [('0202 应用经济学', 0.766), ('0714 统计学', 0.7639), ('0201 理论经济学', 0.7634), ('1202 工商管理学', 0.7449), ('0701 数学', 0.7423)], [('0502 外国语言文学', 0.7548), ('0501 中国语言文学', 0.7513)], [('0202 应用经济学', 0.7539), ('0201 理论经济学', 0.7475)], [('0833 城乡规划学', 0.7657), ('0705 地理学', 0.7617)]]"
10.1177/2336825X231206718,NEW PERSPECTIVES,0502 Foreign Language and Literature; 1303 Drama Film and Television; 0603 World History; 0101 Philosophy; 0302 Political Science; 0303 Sociology; 0705 Geography; 1204 Public Administration,Crowddoing and crowdfunding democracy: Innovative strategies for countering foreign disinformation in central and Eastern Europe,"Central and Eastern Europe has become a ripe target for disinformation and malign narratives propagated by foreign actors. A deluge of propaganda deployed by hostile states is aimed at polarizing societies, undermining the decision-making capabilities of governments, and influencing public policy. Against the backdrop of Russia’s invasion of Ukraine, the stakes are enormous. Heeding research on debunking and pre-bunking strategies recognizing the limitations and potential of these approaches in inoculating populations against disinformation, this paper examines how several tactics deployed in the CEE region can both speak to and draw from this literature. While certain segments of CEE populations may be vulnerable to disinformation, the region also boasts civically engaged publics that want to take an active part in fostering societal resilience. The rise of digital elves (volunteer information warriors taking the fight to online trolls), the outsourcing of counter-disinformation activities to popular public institutions (like the police and military), and the use of crowdfunding to support news literacy education and independent media outlets present compelling alternative strategies towards responding to foreign influence. These activities show promise in overcoming obstacles faced by conventional approaches to disinformation and addressing CEE-specific issues related to media distrust and state capture of the media.","[{""name"": ""Shane Markowitz"", ""affiliation"": [""Comenius University, Slovakia""]}]","[""10.1080/21599165.2019.1662398"", ""10.18352/ulr.420"", ""10.1080/09546553.2019.1693370"", ""10.1371/journal.pone.0175799"", ""10.1080/13600826.2020.1839387"", ""10.1007/978-3-319-90506-8"", ""10.1016/j.jbusres.2020.11.037"", ""10.1080/01972243.2017.1391913"", ""10.1111/jasp.12453"", ""10.1146/annurev-publhealth-090419-102409"", ""10.1080/10463283.2021.1876983"", ""10.1177/1529100612451018"", ""10.1080/21507740.2020.1740351"", ""10.1080/0963928021000031466"", ""10.3233/978-1-61499-943-0-75"", ""10.1080/10511253.2011.590512"", ""10.1007/s10796-021-10240-7"", ""10.1080/1060586X.2022.2061817"", ""10.1111/pops.12586"", ""10.1093/heapro/daab140"", ""10.3109/01421599609034145"", ""10.1002/gch2.201600008"", ""10.1177/0163443720906992"", ""10.1177/1461444820908530"", ""10.5688/ajpe75228""]",['Social Sciences'],"['Communication', 'Sociology and Political Science']","[[('0303 社会学', 0.7395), ('0714 统计学', 0.7394), ('0503 新闻传播学', 0.7379), ('0602 中国史', 0.7298), ('0304 民族学', 0.7297)], [('0503 新闻传播学', 0.7528), ('0810 信息与通信工程', 0.7451)], [('0302 政治学', 0.7685), ('0303 社会学', 0.7605)]]"
10.5209/hics.77077,HISTORIA Y COMUNICACION SOCIAL,1303 Drama Film and Television; 0603 World History,Creative stagnation of radio advertising in the new sound scenario: analysis of the tone and style of advertisements.,"Los trabajos sobre los aspectos más creativos de la publicidad sonora son escasos. Esta investigación pretende cubrir este vacío y pone el foco no solo en los formatos, sino también en el tono y el estilo de las inserciones publicitarias radiofónicas. El análisis longitudinal de una muestra de 679 anuncios emitidos en prime-time por las emisoras generalistas de mayor audiencia en España permite comparar la evolución que presentan las piezas a lo largo de una década. La clasificación metodológica sobre tono y estilo aplicada en esta propuesta presenta una aportación novedosa sobre el papel que juega la creatividad en la publicidad radiofónica en nuestro país, la cual sigue mostrando signos de evidente estancamiento.","[{""name"": ""Anna Fajula Payet"", ""affiliation"": []}, {""name"": ""Mariluz Barbeito Veloso"", ""affiliation"": []}, {""name"": ""Juan José Perona Páez"", ""affiliation"": []}]","[""10.5771/9783845260815-103"", ""10.7238/a.v0i43.1309"", ""10.3145/epi.2019.sep.11"", ""10.1387/zer.17293"", ""10.15178/va.2019.148.121-147"", ""10.1561/1700000027""]",['Social Sciences'],"['Communication', 'Gender Studies']","[[('0303 社会学', 0.7395), ('0714 统计学', 0.7394), ('0503 新闻传播学', 0.7379), ('0602 中国史', 0.7298), ('0304 民族学', 0.7297)], [('0503 新闻传播学', 0.7528), ('0810 信息与通信工程', 0.7451)], [('0821 纺织科学与工程', 0.7467), ('0502 外国语言文学', 0.741)]]"
