DOI,来源,研究方向,论文标题,CR_摘要,CR_作者和机构,CR_参考文献DOI,OpenAlex_field_list,OpenAlex_subfield_list,OpenAlex_map_subjects
10.33134/eeja.26,ESTETIKA-THE EUROPEAN JOURNAL OF AESTHETICS,1304 Fine Art; 0101 Philosophy; 1301 Art Theory,"""Engelmann Told Me ..."": On the Aesthetic Relevance of a Certain Remark by Wittgenstein",This paper is an attempt at bringing out various aesthetically relevant points alluded to by Wittgenstein in what I call ‘the Engelmann remark’ – a longish manuscript remark written by Wittgenstein in 1930 and painstakingly discussed by Michael Fried in the context of elucidating what is strikingly new in the work of a photographer like Jeff Wall. One part of this paper is dedicated to summarizing and briefly examining the account given by Fried while another part is meant to clarify some of Wittgenstein’s points by way of contrasting their import with the story told by Fried. In this second part Wittgenstein’s late observations on aspect change are used to show in which ways these observations may help us to gain a better understanding of the idea of a specific ‘perspective’ claimed to go with a given work of art.,"[{""name"": ""Joachim Schulte"", ""affiliation"": []}]",[],"['Arts and Humanities', 'Psychology']","['Experimental and Cognitive Psychology', 'Philosophy']","[[('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0402 心理学', 0.7693), ('0303 社会学', 0.7389), ('0714 统计学', 0.7326), ('1011 护理学', 0.731), ('1202 工商管理学', 0.7276)], [('0402 心理学', 0.7575), ('0303 社会学', 0.7301)], [('0101 哲学', 0.772), ('0702 物理学', 0.7246)]]"
10.1093/aesthj/ayz042,BRITISH JOURNAL OF AESTHETICS,1304 Fine Art; 0101 Philosophy; 1301 Art Theory,Works of Art and Mere Real Things-Again,"Abstract Citing works by Marcel Duchamp and others, this article argues that the transformation of what Danto termed a mere real thing into an artwork, and of an artwork into a mere real thing, are not symmetrical operations. It argues that mere real things and artworks not only belong to different categories, but that these categories are themselves of different kinds—the former being closed, and the latter open. Viewing mere real things through the lens of art leads to confusion. Amending Goodman’s question, ‘When is art?’, this article suggests that one can only arrive at working definitions of what constitutes both an artwork and a mere real thing on the basis of contingent function. The adequate analysis of any given thing or action necessitates viewing it in accordance with an appropriate paradigm, whether that of an artwork, a thought experiment, or even a prank. Adequate analysis requires disciplinary dexterity, deference when appropriate, and multi-disciplinary attention best achieved through collaboration.","[{""name"": ""Ivan Gaskell"", ""affiliation"": [""Bard Graduate Center, New York City""]}]",[],['Arts and Humanities'],['Visual Arts and Performing Arts'],"[[('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('1301 艺术学', 0.7035), ('0501 中国语言文学', 0.691)]]"
10.1162/leon_a_01985,LEONARDO,1304 Fine Art; 1301 Art Theory,Women With Impact Taking One Small Step into the Universe,"Out of 1,578 cataloged and named craters on the Moon, only 32 are named after women. That is a scant 2%. To highlight the underrepresentation of women in science, the author created two connected art projects. The initial project, Women With Impact, is a series of drawings of Moon craters named after women. Building on this oeuvre is One Small Step, a participatory project that invites prominent female astronomers to perform a meditative walk while wearing 3D-printed shoe soles that create a small Moon crater with each step.","[{""name"": ""Bettina Forget"", ""affiliation"": [""Bettina Forget (artist, educator, researcher), Concordia University, Faculty of Fine Art, 1455, boulevard de Maisonneuve Ouest, Montreal QC H3G 1M8, Canada.. Website: .""]}]",[],['Physics and Astronomy'],['Astronomy and Astrophysics'],"[[('0704 天文学', 0.7308), ('0702 物理学', 0.7214), ('0708 地球物理学', 0.7121), ('1404 遥感科学与技术', 0.7093), ('0706 大气科学', 0.7071)], [('0704 天文学', 0.7193), ('1404 遥感科学与技术', 0.7071)]]"
10.1215/00666637-9302528,ARCHIVES OF ASIAN ART,1304 Fine Art; 1301 Art Theory; 0303 Sociology,When Walls Could Talk The Powers of Tibetan Paintings in a Buddhist Library,"Abstract How can visual texts, closed books, and painted images work together in Buddhist temples to reinforce one another and act upon viewers? The fourteenth-century murals at the Tibetan temple of Shalu integrate pictures with long passages of Tibetan texts and select inscriptions that explain the powers of seeing paintings. The murals combine and mix media—books, paintings, cloth—into expressive wholes that ultimately argue that walls are in fact much more than walls. The paintings find ways to make the temple's book collections more accessible. Here we find a public art effort that weaves together a compelling argument for why religious texts and religious art both “work” for and on their audiences. Shalu was a grandly expanded temple showing off its resources and its connections in a broader cosmopolitan sphere of production and exchange. Its walls were designed to weave media together, finding ways to celebrate and explain larger and newer corporate productions (book projects, larger monasteries). An intentional play of materiality (clay, cloth, book) emphasized by the inscriptions and performed in the pictorial compositions assists in the imaginative act of directly seeing deities, while also playing with the awareness that acts of imagination entail the play of just-like/seeing-as. Since neither clay nor cloth nor word on their own are adequate vessels for representing an enlightened being, here they collaborate with each other and with viewers in the imaginative act, promising that the deity, like the teachings, can be directly experienced.","[{""name"": ""Sarah Richardson"", ""affiliation"": []}]","[""10.1163/156852707X244306"", ""10.2307/3250123""]","['Arts and Humanities', 'Social Sciences']","['Religious studies', 'Anthropology', 'Geography, Planning and Development']","[[('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0303 社会学', 0.7395), ('0714 统计学', 0.7394), ('0503 新闻传播学', 0.7379), ('0602 中国史', 0.7298), ('0304 民族学', 0.7297)], [('0101 哲学', 0.7671), ('0305 马克思主义理论', 0.7585)], [('0303 社会学', 0.7437), ('0304 民族学', 0.7365)], [('0833 城乡规划学', 0.7657), ('0705 地理学', 0.7617)]]"
10.1162/leon_a_02246,LEONARDO,1304 Fine Art; 1301 Art Theory,When Do We Stop Being Human? Prefiguring Nonanthropocentric Thinking,"Abstract The art collective Cesar &amp; Lois (artists Lucy HG Solomon and Cesar Baio) discuss their artworks that explore networked growth as a logical system and form of thinking, incorporating living organisms such as Physarum polycephalum (slime mold) and fruiting mushrooms. Their artworks imagine a technological network built on a microbiological framework. The hybrid computational model they envision is linked to the ecosystemic logic of living systemsthe living network’s decisions are ecologically responsive. The artists seek to obtain knowledge across species and disciplines as they reconsider the nature of thought.","[{""name"": ""Lucy HG Solomon"", ""affiliation"": [""Lucy HG Solomon, California State University San Marcos, AMD Dept, ARTS 337, 441 La Moree Road, San Marcos, CA 92078-5017, U.S.A. Email: cesarandloiscollective@gmail.com.""]}, {""name"": ""Cesar Baio"", ""affiliation"": [""Cesar Baio, Rua Elis Regina, 50 Cidade Universitária—Zeferino Vaz, Campinas, SP, 13083-854, Brazil. Email: cesarandloiscollective@gmail.com.""]}]","[""10.1128/AEM.02455-12"", ""10.1126/science.aba1223"", ""10.1007/978-94-024-1047-1"", ""10.7551/mitpress/6730.001.0001"", ""10.1093/aobpla/plv050""]","['Engineering', 'Agricultural and Biological Sciences', 'Social Sciences']","['Plant Science', 'Biomedical Engineering', 'Sociology and Political Science']","[[('0802 机械工程', 0.7567), ('0811 控制科学与工程', 0.7543), ('0814 土木工程', 0.7511), ('0808 电气工程', 0.7505), ('0807 动力工程及工程热物理', 0.7487)], [('0909 草学', 0.735), ('0905 畜牧学', 0.7348), ('0903 农业资源与环境', 0.7344), ('0828 农业工程', 0.7328), ('0832 食品科学与工程', 0.7301)], [('0303 社会学', 0.7395), ('0714 统计学', 0.7394), ('0503 新闻传播学', 0.7379), ('0602 中国史', 0.7298), ('0304 民族学', 0.7297)], [('0903 农业资源与环境', 0.7532), ('0902 园艺学', 0.7513)], [('0831 生物医学工程', 0.7587), ('0836 生物工程', 0.7385)], [('0302 政治学', 0.7685), ('0303 社会学', 0.7605)]]"
10.1093/jaac/kpac039,JOURNAL OF AESTHETICS AND ART CRITICISM,1304 Fine Art; 1301 Art Theory; 0101 Philosophy,When (Imagined) Evidence Explains Fictionality,"Abstract Sometimes, a proposition is fictional in a story in virtue of the fact that other fictional truths are good evidence for it. Cases are presented in which this evidential rule, and not some rule that invokes counterfactuals or intentions, is what explains what is fictional. Applications are made to the question of interpretive pluralism and the problem of imaginative resistance. In the background is pluralism about fictionality: the evidential rule is one of a variety of rules that are needed to account for what is fictional in a story.","[{""name"": ""Bradford Skow"", ""affiliation"": [""Department of Philosophy, Massachusetts Institute of Technology , Cambridge, MA , USA""]}]","[""10.1093/oso/9780198831525.001.0001"", ""10.1080/00048409312345022"", ""10.5325/j.ctv14gp0qq.20"", ""10.1007/978-1-349-00146-0"", ""10.1111/jaac.12397"", ""10.1080/00048402.2016.1149736"", ""10.1093/acprof:oso/9780199206179.003.0019"", ""10.1093/aesthj/ayu027"", ""10.1002/9780470776186"", ""10.1111/j.0031-8094.2005.00419.x"", ""10.1007/s11098-007-9198-5"", ""10.1093/bjaesthetics/19.1.3"", ""10.1111/j.1747-9991.2010.00367.x""]","['Arts and Humanities', 'Social Sciences']","['Philosophy', 'Literature and Literary Theory', 'Law']","[[('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0303 社会学', 0.7395), ('0714 统计学', 0.7394), ('0503 新闻传播学', 0.7379), ('0602 中国史', 0.7298), ('0304 民族学', 0.7297)], [('0101 哲学', 0.772), ('0702 物理学', 0.7246)], [('0501 中国语言文学', 0.7442), ('0502 外国语言文学', 0.7423)], [('0301 法学', 0.727), ('1012 法医学', 0.7153)]]"
10.33134/eeja.344,ESTETIKA-THE EUROPEAN JOURNAL OF AESTHETICS,1304 Fine Art; 0101 Philosophy; 1301 Art Theory,What Is Evolutionary Aesthetics? Three Waves,"Evolutionary aesthetics (EA) is often associated with the rise of evolutionary psychology, from roughly the 1980s until the 2010s. Yet that was neither the beginning nor the end of the field but rather a middle wave after the first and before the third. How has the field evolved? What are the epistemic and methodological problems it has addressed, and how? What is the field heading towards in the current scholarly environment? A self-reflexive conception of the history of EA is still lacking, although EA research is acquiring more and more perspectives from different disciplinary viewpoints. I will present a bird’s-eye view of EA by identifying and positioning three of its major currents in relation to each other. This state-of-the-art article also serves as an up-to-date introduction to the field for the non-initiated.","[{""name"": ""Onerva Kiianlinna"", ""affiliation"": []}]","[""10.2307/j.ctvw1d5h1.15"", ""10.1515/9783110268683.216"", ""10.1007/978-3-662-07142-7_10""]","['Environmental Science', 'Neuroscience', 'Psychology']","['Social Psychology', 'Sensory Systems', 'Health, Toxicology and Mutagenesis']","[[('0830 环境科学与工程', 0.8035), ('0807 动力工程及工程热物理', 0.7866), ('0713 生态学', 0.77), ('0903 农业资源与环境', 0.7684), ('0907 林学', 0.7684)], [('0710 生物学', 0.7369), ('0402 心理学', 0.7327), ('1405 智能科学与技术', 0.7293), ('0811 控制科学与工程', 0.7277), ('1002 临床医学', 0.7245)], [('0402 心理学', 0.7693), ('0303 社会学', 0.7389), ('0714 统计学', 0.7326), ('1011 护理学', 0.731), ('1202 工商管理学', 0.7276)], [('0303 社会学', 0.7768), ('0402 心理学', 0.7712)], [('0811 控制科学与工程', 0.7388), ('0804 仪器科学与技术', 0.7302)], [('1004 公共卫生与预防医学', 0.7435), ('1001 基础医学', 0.7208)]]"
10.1162/leon_a_01910,LEONARDO,1304 Fine Art; 1301 Art Theory,Volumetric Reconstructions of Found Footage Stressing the Nonidentity of 3D Replicas,"AbstractThis article examines the history and operational underpinnings of forms of volumetric reconstruction based on the capture of visual data, particularly photogrammetry. Photogrammetry is one of the chief techniques currently employed in the production of virtual replicas for heritage conservation and audiovisual production. The computational realism resulting from this process induces the belief that it is possible to recover the totality of an object from its medial traces. The author analyzes how his work, as well as those of other artists, challenges this technological promise by exploring the formal idiosyncrasies of photogrammetric models.","[{""name"": ""Gabriel Menotti"", ""affiliation"": [""Gabriel Menotti, Queen's University, 99 University Avenue, Kingston, ON K7L 3N6, Canada. Email: gabriel.menotti@gmail.com.""]}]","[""10.1109/ICCV.2009.5459148"", ""10.56021/9781421409900"", ""10.1525/9780520916425-003"", ""10.1007/978-3-662-43693-6"", ""10.1111/phor.12131""]","['Arts and Humanities', 'Earth and Planetary Sciences']","['Visual Arts and Performing Arts', 'History', 'Space and Planetary Science']","[[('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0816 测绘科学与技术', 0.74), ('0818 地质资源与地质工程', 0.739), ('0708 地球物理学', 0.7365), ('0709 地质学', 0.7363), ('0705 地理学', 0.7352)], [('1301 艺术学', 0.7035), ('0501 中国语言文学', 0.691)], [('0602 中国史', 0.7697), ('0603 世界史', 0.7625)], [('0704 天文学', 0.7451), ('0816 测绘科学与技术', 0.7369)]]"
10.1162/leon_a_02308,LEONARDO,1304 Fine Art; 1301 Art Theory,Visualizing Spatial Gaze Data in the Perception of 3D Objects,"AbstractIn response to the rapid development of mobile eye tracking, this paper proposes methods for the visualization of gaze patterns in three dimensions. Methods are divided into two basic categories, beginning with translations from 2D graphic conventions to those that incorporate 3D mesh geometries. They are first discussed in principle and thereafter demonstrated on actual gaze data of sculptural reproductions. The tracing of eye movements of objects in the round required consideration of variables typically unaccounted for in conventional eye-tracking visualization, most importantly with regards to the moving position of the viewing eye. A major advantage of 3D visualizations is the capacity to present gaze information simultaneously on obverse, reverse, and oblique surfaces of perceptual attention. The included methods provided for effective communication of a subject’s perceptual distribution over potentially complex stimulus geometries.","[{""name"": ""Eugene Han"", ""affiliation"": [""Eugene Han, Department of Art, Architecture, and Design, Lehigh University, 113 Research Drive, Building C, Bethlehem, PA 18015, U.S.A. Email: euh219@lehigh.edu.""]}]","[""10.1145/1842993.1843058"", ""10.1007/978-3-319-57883-5"", ""10.1364/JOSA.50.000763"", ""10.1145/237170.237217"", ""10.1162/leon_a_02096""]",['Computer Science'],"['Computer Vision and Pattern Recognition', 'Human-Computer Interaction']","[[('0812 计算机科学与技术', 0.7697), ('0839 网络空间安全', 0.7566), ('0811 控制科学与工程', 0.7551), ('0835 软件工程', 0.7476), ('1405 智能科学与技术', 0.7393)], [('0811 控制科学与工程', 0.7558), ('0812 计算机科学与技术', 0.7479)], [('0812 计算机科学与技术', 0.7429), ('0811 控制科学与工程', 0.7383)]]"
10.1111/1467-8365.12604,ART HISTORY,1304 Fine Art; 1301 Art Theory,Velazquez and the Fragile Portrait of the King,"In Diego Velázquez's Portrait of Juan Martínez Montañés, a sculptor models a bust of king Philip IV. Whereas the figure of the sitter, and even the background, are highly finished, the bust is sketched in the most general of outlines. The painting's purposeful incompleteness, this essay argues, stems from Velázquez's experience as a censor of royal portraits. These images were subjected to strictures because they were said to be surrogates of the monarch rather than mere representations. By suspending work on the king's bust in the painting, Velázquez astutely fulfilled the demands of depicting a fellow artist at work on his most important commission, while circumventing the subtle codes for making royal images. Although there was concern that the larger corpus of kingly portraiture could be destabilized by exemplars that did not fit its general parameters, individual artists and monarchs actually developed idiosyncratic solutions for representing the king with some frequency. Velázquez's portrait, which represents one such solution, is examined alongside, and contrasted against, a number of other examples, in order to demonstrate the flexibility of this seemingly rigid image type.","[{""name"": ""Adam Jasienski"", ""affiliation"": []}]",[],"['Arts and Humanities', 'Social Sciences']","['Political Science and International Relations', 'Museology', 'Conservation']","[[('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0303 社会学', 0.7395), ('0714 统计学', 0.7394), ('0503 新闻传播学', 0.7379), ('0602 中国史', 0.7298), ('0304 民族学', 0.7297)], [('0302 政治学', 0.7764), ('1204 公共管理学', 0.7587)], [('0601 考古学', 0.7592), ('0602 中国史', 0.7377)], [('0907 林学', 0.7354), ('0910 水土保持与荒漠化防治学', 0.7254)]]"
10.3828/sj.2023.32.4.01,SCULPTURE JOURNAL,1304 Fine Art; 1301 Art Theory,"Valuing sculpture: art, craft and industry, 1660-1860","Responding to the many useful and intriguing discussions that arose over the two days of the ‘Valuing Sculpture: Art, Craft and Industry, 1660–1860’ conference held in July 2021, this special issue explores new directions for scholarly research. This introduction considers the usefulness of the classifications of art, craft and industry, and in doing so presents this collection’s methodology of expanding dialogues by reaching across medial, dimensional, geographical and categorical boundaries.","[{""name"": ""Samantha Lukic-Scott"", ""affiliation"": []}, {""name"": ""Charlotte Davis"", ""affiliation"": []}]",[],['Arts and Humanities'],['Museology'],"[[('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0601 考古学', 0.7592), ('0602 中国史', 0.7377)]]"
10.1093/aesthj/ayac038,BRITISH JOURNAL OF AESTHETICS,1304 Fine Art; 0101 Philosophy; 1301 Art Theory,Value Pluralism in Restoration Aesthetics,"Abstract In the restoration of art and artifacts there are three salient types of value to consider: relic, aesthetic, and practical. Relic value includes an object’s age, aura, originality, authenticity, and epistemic value. Aesthetic value is connected to how an object looks, sounds, or tastes. Practical value involves whether a thing can be used as designed—whether a book can be read, a building occupied, a car driven. I argue that while these are all legitimate values, it is impossible for a restorer to maximize them all. I conclude that restoration inexorably involves aesthetic choices; there is no supreme value to be maximized and we should be pluralists about the right balance of values. Restoration is like baking a cake; there are many wrong ways to do it, but there are many right ways as well.","[{""name"": ""Steven D Hales"", ""affiliation"": [""Bloomsburg University , USA""]}]","[""10.1038/29667"", ""10.7208/chicago/9780226351223.001.0001"", ""10.1093/aesthj/ayt013"", ""10.1111/j.1540-594X.2006.00211.x"", ""10.7551/mitpress/11270.001.0001"", ""10.1093/oso/9780190904876.001.0001"", ""10.1093/bjaesthetics/21.4.336"", ""10.1093/aesthj/ayw041"", ""10.1111/phc3.12379"", ""10.2307/20646641"", ""10.1093/bjaesthetics/38.1.66""]","['Environmental Science', 'Arts and Humanities', 'Social Sciences']","['Visual Arts and Performing Arts', 'Geography, Planning and Development', 'Nature and Landscape Conservation']","[[('0830 环境科学与工程', 0.8035), ('0807 动力工程及工程热物理', 0.7866), ('0713 生态学', 0.77), ('0903 农业资源与环境', 0.7684), ('0907 林学', 0.7684)], [('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0303 社会学', 0.7395), ('0714 统计学', 0.7394), ('0503 新闻传播学', 0.7379), ('0602 中国史', 0.7298), ('0304 民族学', 0.7297)], [('1301 艺术学', 0.7035), ('0501 中国语言文学', 0.691)], [('0833 城乡规划学', 0.7657), ('0705 地理学', 0.7617)], [('0910 水土保持与荒漠化防治学', 0.7417), ('0907 林学', 0.7339)]]"
10.1162/leon_a_02433,LEONARDO,1304 Fine Art; 1301 Art Theory,Using a Drift Diffusion Model to Validate the Quantification of Style Prototypicality as Assessed by the Viewers of Paintings,"Abstract When appreciating a painting, people often classify it into a style. The extent to which the painting is regarded as a typical example of the style is called its style prototypicality. The authors propose a method of quantifying style prototypicalities and conduct an experiment to validate this method using the drift rate parameter of the drift diffusion model. This parameter is calculated using participants’ decision-making response times. The authors find a positive correlation (r = .88, p &amp;lt; .001) between the drift rates and the quantified prototypicalities for the paintings used in this study, confirming the psychological appropriateness of the proposed quantification method.","[{""name"": ""Shigen Fang Ogata"", ""affiliation"": [""Shigen Fang Ogata, Global Education Center, Waseda University; Graduate School of Education, Hyogo University of Teacher Education, 942-1 Shimokume, Kato-shi, Hyogo, Japan. Email: sogata@hyogo-u.ac.jp.""]}, {""name"": ""Yoshimasa Tawatsuji"", ""affiliation"": [""Yoshimasa Tawatsuji, Global Education Center, Waseda University; Center for Data Science, Waseda University, 1-6-1 Nishiwaseda, Tokyo, Japan. Email: y.tawatsuji@aoni.waseda.jp.""]}, {""name"": ""Tatsunori Matsui"", ""affiliation"": [""Tatsunori Matsui, Faculty of Human Sciences, Waseda University, 2-579-15 Mikajima, Tokorozawa, Saitama, Japan. Email: matsui-t@waseda.jp.""]}]","[""10.5057/ijae.IJAE-D-21-00005"", ""10.1162/LEON_a_00649"", ""10.1609/aaai.v32i1.11894"", ""10.1016/j.actpsy.2007.11.006"", ""10.1016/j.neuropsychologia.2011.03.038"", ""10.2190/UD7Y-GN8P-Q0EV-Q13J"", ""10.1207/s15327957pspr0804_3"", ""10.1016/j.actpsy.2013.05.001"", ""10.1111/jaac.12685"", ""10.1037/0033-295X.85.2.59"", ""10.3758/BF03196893"", ""10.1162/neco.2008.12-06-420"", ""10.1007/s00426-017-0945-8"", ""10.1007/s00426-018-1112-6""]","['Arts and Humanities', 'Psychology', 'Neuroscience']","['Social Psychology', 'Visual Arts and Performing Arts', 'Cognitive Neuroscience']","[[('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0402 心理学', 0.7693), ('0303 社会学', 0.7389), ('0714 统计学', 0.7326), ('1011 护理学', 0.731), ('1202 工商管理学', 0.7276)], [('0710 生物学', 0.7369), ('0402 心理学', 0.7327), ('1405 智能科学与技术', 0.7293), ('0811 控制科学与工程', 0.7277), ('1002 临床医学', 0.7245)], [('0303 社会学', 0.7768), ('0402 心理学', 0.7712)], [('1301 艺术学', 0.7035), ('0501 中国语言文学', 0.691)], [('0811 控制科学与工程', 0.7242), ('0402 心理学', 0.7233)]]"
10.2298/ZOG2044179T,ZOGRAF,1304 Fine Art; 0603 World History; 1301 Art Theory,"Unpublished Cretan icon of St. Roman who heals a horse from ""fistula"" (last quarter of the XV century) from the Rumen Manov Collection","Dans le pr?sent article nous publions une ic?ne in?dite de saint Romain, qui gu?rit un cheval de la ""sklepa"", du dernier quart du XVe si?cle, de la Collection de Rumen Manov. L?ic?ne est l?oeuvre d?un peintre anonyme de l?Ecole cr?toise, qui a probablement pris comme mod?le la scene identique de l?eglise de Saint Phanourios (deuxieme quart du XVe siecle) ? Valsamonero en Cr?te. L?ic?ne est d?une valeur exceptionnelle, car elle est la seule, ? notre connaissance, qui pr?sente saint Romain dans un tel contexte, ? la difference de la peinture murale, proposant quatre sc?nes semblables, qui ne sont connues qu?en Crete et datent de la seconde moiti? du XIIIe au deuxi?me quart du XVe si?cle.","[{""name"": ""Alexandra Trifonova"", ""affiliation"": [""Centre de Recherches Slavo-Byzantines \""Prof. Ivan Dujčev\"", Universite de Sofia \""St. Clement d’Ohrid\"", Sofia, Bulgaria""]}]",[],"['Economics, Econometrics and Finance', 'Arts and Humanities']","['Economics and Econometrics', 'Classics', 'Archeology']","[[('0202 应用经济学', 0.766), ('0714 统计学', 0.7639), ('0201 理论经济学', 0.7634), ('1202 工商管理学', 0.7449), ('0701 数学', 0.7423)], [('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0202 应用经济学', 0.7539), ('0201 理论经济学', 0.7475)], [('0501 中国语言文学', 0.6825), ('0602 中国史', 0.6817)], [('0601 考古学', 0.7562), ('0602 中国史', 0.7304)]]"
10.3989/aearte.2021.04,ARCHIVO ESPANOL DE ARTE,1304 Fine Art; 1301 Art Theory; 1305 Design,URBAN CULTURE AS SPECTACLE: THE EXPERIENCE OF MODERNITY AT THE 1929 BARCELONA INTERNATIONAL EXPOSITION,"Este artículo propone una mirada renovada sobre la Exposición Internacional de Barcelona 1929 a través de su cultura material y visual, los pabellones comerciales, sus atracciones y la configuración de su espacio para analizar cómo el diseño del evento se interrelaciona con varias dinámicas inscritas en la cultura urbana y a la experiencia de modernidad. Veremos así la centralidad que cobran las experiencias sensitivas, cómo el régimen visual del evento se relaciona con la circulación de saberes en el siglo XIX o que vínculos establece el consumo con la creación de nuevos espacios urbanos, nuevas formas de entretenimiento y estilos modernos como el Art Déco. El objetivo será visualizar el alcance del evento de 1929 en la concreción de culturas urbanas asociadas a la irrupción de la sociedad de consumo que se intuyeron en 1888.","[{""name"": ""Ana Rodríguez Granell"", ""affiliation"": []}]","[""10.1177/026327693010004001"", ""10.26754/ojs_artigrama/artigrama.2006218132"", ""10.4324/9781315568713"", ""10.7551/mitpress/9228.001.0001"", ""10.3366/cult.2015.0090"", ""10.3138/9781487518585"", ""10.5944/etfv.6.1993.2857"", ""10.3989/hispania.2006.v66.i224.29""]","['Arts and Humanities', 'Social Sciences']","['Conservation', 'Visual Arts and Performing Arts', 'Cultural Studies']","[[('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0303 社会学', 0.7395), ('0714 统计学', 0.7394), ('0503 新闻传播学', 0.7379), ('0602 中国史', 0.7298), ('0304 民族学', 0.7297)], [('0907 林学', 0.7354), ('0910 水土保持与荒漠化防治学', 0.7254)], [('1301 艺术学', 0.7035), ('0501 中国语言文学', 0.691)], [('0502 外国语言文学', 0.7548), ('0501 中国语言文学', 0.7513)]]"
10.3989/aearte.2020.14,ARCHIVO ESPANOL DE ARTE,1304 Fine Art; 1301 Art Theory; 1305 Design,"UN RETABLO QUE HEMOS DE HAZER PARA LA DICHA YGLESIA A LO ROMANO. VALENCIA Y VOISIN, MAKERS OF THE MAIN ALTARPIECE OF MEDINA SIDONIA (CADIZ)","En este trabajo se documenta la traza y evolución del retablo mayor de la iglesia parroquial de Santa María la Coronada de Medina Sidonia (Cádiz). Partiendo del análisis biográfico y estilístico de sus creadores, los entalladores Jerónimo de Valencia y Cristóbal Voisín, y de la propia obra escultórica, planteamos una nueva aproximación al contexto de la escuela de escultura sevillana del segundo tercio del siglo XVI.","[{""name"": ""David Caramazana Malia"", ""affiliation"": []}, {""name"": ""Manuel Romero Bejarano"", ""affiliation"": []}]","[""10.3989/aearte.2012.v85.i339.514"", ""10.5944/etfvii.3.1990.2164"", ""10.21071/ucoarte.v4i0.9476""]",['Arts and Humanities'],"['Archeology', 'History', 'Conservation']","[[('1301 艺术学', 0.685), ('0501 中国语言文学', 0.684), ('0502 外国语言文学', 0.6758), ('1405 智能科学与技术', 0.6679), ('0503 新闻传播学', 0.667)], [('0601 考古学', 0.7562), ('0602 中国史', 0.7304)], [('0602 中国史', 0.7697), ('0603 世界史', 0.7625)], [('0907 林学', 0.7354), ('0910 水土保持与荒漠化防治学', 0.7254)]]"
